Country Name,Country Code,Series Name,Year,Rate,Series Code
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2000,153.951,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2001,150.192,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2002,146.433,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2003,143.7648,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2004,141.0966,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2005,138.4284,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2006,135.7602,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2007,133.092,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2008,126.633,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2009,120.174,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2010,113.715,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2011,107.256,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2012,100.797,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2013,94.429,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2014,88.061,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2015,81.693,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2016,75.325,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2017,68.957,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2018,65.141,SP.ADO.TFRT
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",2019,61.325,SP.ADO.TFRT
